Cancelled By,State,Station Name (LEA),Item Name,UI,Quantity,Acquisition Value,Date Requested,Reason Cancelled
LESOHQ,AL,TUSCALOOSA POLICE DEPT,"AUTOMOBILE,SEDAN",EA,1,16400,2018-09-18 07:10:06.000004,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,AL,TUSCALOOSA POLICE DEPT,"TRUCK,CARGO",EA,1,13334,2018-07-18 17:06:25.000004,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,AL,TUSCALOOSA POLICE DEPT,"TRUCK,CARGO",EA,1,27290,2018-07-18 17:06:25.000004,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,AL,TUSCALOOSA POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2018-07-23 07:14:19,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,AL,TUSCALOOSA POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2018-07-23 07:14:19,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,AL,TUSCALOOSA POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2018-07-23 07:14:19,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,AL,TUSCALOOSA POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2018-07-23 07:19:16,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,AL,TUSCALOOSA POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2018-07-23 07:19:16,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,AL,TUSCALOOSA POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2018-07-23 07:19:16,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,AL,TUSCALOOSA POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2018-07-23 07:19:16,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,AL,TUSCALOOSA POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2018-07-23 07:19:16,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,AL,TUSCALOOSA POLICE DEPT,MULE,EA,1,7925,2018-07-23 07:19:16,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,AL,TUSKEGEE POLICE DEPARTMENT,LAPTOP COMPUTER,EA,19,2800,2018-08-22 12:18:32.000003,PAPERWORK: Your agency must have a State Plan of Operation SPO uploaded into FEPMIS before requesting excess DoD property in RTD Web. Please contact your LESO State Coordinators Office.
LESOHQ,AL,TUSKEGEE POLICE DEPARTMENT,LAPTOP COMPUTER,EA,8,2800,2018-08-22 12:18:32.000003,"POC:  Your agency cannot be approved for property, as your agency does not have a Station Contact registered user in LESO FEPMIS. Please contact your State Coordinators office."
LESOHQ,AL,TUSKEGEE POLICE DEPARTMENT,LAPTOP COMPUTER,EA,3,2800,2018-08-21 10:38:30.000002,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,AL,TUSKEGEE POLICE DEPARTMENT,LAPTOP COMPUTER,EA,3,2800,2018-08-22 12:18:32.000003,PAPERWORK: Your agency must have a State Plan of Operation SPO uploaded into FEPMIS before requesting excess DoD property in RTD Web. Please contact your LESO State Coordinators Office.
LESOHQ,AL,TUSKEGEE POLICE DEPARTMENT,LAPTOP COMPUTER,EA,19,2800,2018-08-21 10:38:30.000002,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,AR,ARKADELPHIA POLICE DEPT,STEPLADDER,EA,1,76.65,2018-07-02 08:19:49,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,AR,BELLA VISTA POLICE DEPT,MULE,EA,1,8799,2018-07-19 11:39:00.999997,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,AR,BELLA VISTA POLICE DEPT,MULE,EA,1,5000,2018-07-19 11:39:00.999997,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,AR,BELLA VISTA POLICE DEPT,"TRUCK,CARGO",EA,1,4169,2018-07-19 11:39:00.999997,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,AR,BRYANT POLICE DEPT,HANDHELD DEVICE,EA,2,750,2018-07-05 18:34:39,CANCELLED: Per a DLA directive these devices cannot be reutilized as they have been found to contain personal sensitive data.
LESOHQ,AR,BRYANT POLICE DEPT,HANDHELD DEVICE,EA,46,586,2018-08-31 14:51:00,CANCELLED: Per a DLA directive these devices cannot be reutilized as they have been found to contain personal sensitive data.
LESOHQ,AR,BRYANT POLICE DEPT,HANDHELD DEVICE,EA,8,1300,2018-09-12 12:13:01.999998,Cannot be approved due to the condition code. Condition code must be A to approve.
LESOHQ,AR,CRAIGHEAD COUNTY  SHERIFF OFFICE,MEDICAL LITTER AND STRETCHERS,EA,1,50,2018-09-07 16:04:14.000001,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,AR,CRAIGHEAD COUNTY  SHERIFF OFFICE,MEDICAL LITTER AND STRETCHERS,EA,3,50,2018-09-07 16:27:24.999998,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,AR,ELKINS POLICE DEPARTMENT,"FIRST AID KIT,INDIV",EA,25,222.79,2018-08-21 10:18:42.000002,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,AR,ELKINS POLICE DEPARTMENT,"UTILITY VEHICLE,OFF ROAD",EA,2,32000,2018-09-06 12:34:17.999996,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,AR,ELKINS POLICE DEPARTMENT,THERMAL IMAGING SYSTEM,EA,1,18500,2018-09-05 09:05:53.999998,CANCELLED: At this time the LESO will not approve any Night Vision or Optics that has been turned in by a LESO customer (meaning DTIDs that start with 2YT) or with a condition code of H without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,AR,ELKINS POLICE DEPARTMENT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,7583,2018-08-01 11:09:00.999999,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,AR,ELKINS POLICE DEPARTMENT,"SIGHT,REFLEX",EA,10,400,2018-08-26 09:22:31.000002,CANCELLED: At this time the LESO will not approve any Night Vision or Optics that has been turned in by a LESO customer (meaning DTIDs that start with 2YT) or with a condition code of H without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,AR,ELKINS POLICE DEPARTMENT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,7583,2018-08-01 11:09:00.999999,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,AR,ELKINS POLICE DEPARTMENT,"LAWN MOWER, RIDING",EA,1,5684.11,2018-08-17 09:45:47.000002,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,AR,GRANT COUNTY SHERIFFS OFFICE,"CART, MOTORIZED",EA,1,2700,2018-08-17 11:29:45.999997,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,AR,GRANT COUNTY SHERIFFS OFFICE,PICKUP,EA,1,15037,2018-07-12 10:48:41.999999,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,AR,GRANT COUNTY SHERIFFS OFFICE,MODULAR SLEEP SYSTE,EA,25,262.6,2018-08-01 10:01:45.999998,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,AR,NORTH LITTLE ROCK POLICE DEPT,RECREATIONAL AND GYMNASTIC EQUIPMENT,EA,1,1223,2018-08-24 14:19:31.000002,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,AR,NORTH LITTLE ROCK POLICE DEPT,"TOOL KIT,CARPENTER'S",KT,2,1235,2018-08-10 23:25:35.999999,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,AR,OZARK POLICE DEPARTMENT,FATS 5 SYSTEM,EA,1,60000,2018-08-07 10:28:13.999996,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,AR,PEA RIDGE POLICE DEPT,ASSAULT PACK,EA,15,77.21,2018-08-21 15:46:11.000003,CANCELLED:  LESO HQ is unable to approve your request for property. An authorized screener from your Agency was not physically on site when requesting the property for the Walk-in request.
LESOHQ,AR,PULASKI COUNTY SHERIFFS OFFICE,"SHIPPING AND STORAGE CONTAINER,MISCELLAN",EA,1,6232,2018-07-26 09:28:42.000004,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,AR,PULASKI COUNTY SHERIFFS OFFICE,"TRUCK,DUMP",EA,1,84554,2018-07-06 03:23:25.999996,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,AR,SALINE COUNTY SHERIFF OFFICE,TRAILER,EA,1,80000,2018-08-09 10:53:13.000001,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,AR,SALINE COUNTY SHERIFF OFFICE,"SUIT,RIOT TRAINING",EA,2,1135.7,2018-07-10 15:13:08.000003,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,AR,SEBASTIAN COUNTY SHERIFFS OFFICE,"SIGHT,REFLEX",EA,10,335,2018-09-03 15:20:56.999999,CANCELLED: At this time the LESO will not approve any Night Vision or Optics that has been turned in by a LESO customer (meaning DTIDs that start with 2YT) or with a condition code of H without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,AR,SEBASTIAN COUNTY SHERIFFS OFFICE,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,16775,2018-08-18 14:38:28,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,AR,SILOAM SPRINGS POLICE DEPT,"SIGHT,HOLOGRAPHIC",EA,5,276,2018-07-24 18:44:31.000004,CANCELLED: At this time the LESO will not approve any Night Vision or Optics that has been turned in by a LESO customer (meaning DTIDs that start with 2YT) or with a condition code of H without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,AR,SILOAM SPRINGS POLICE DEPT,"CABLE ASSEMBLY,POWE",EA,1,318.03,2018-07-30 11:51:21.000004,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,AR,SILOAM SPRINGS POLICE DEPT,"TOURNIQUET,NONPNEUM",EA,40,37.79,2018-08-20 10:33:25.000001,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,AR,SILOAM SPRINGS POLICE DEPT,BINOCULAR,EA,2,278.05,2018-07-24 18:44:31.000004,CANCELLED: At this time the LESO will not approve any Night Vision or Optics that has been turned in by a LESO customer (meaning DTIDs that start with 2YT) or with a condition code of H without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,AR,SPRINGDALE POLICE DEPARTMENT,"ILLUMINATOR,INFRARE",EA,2,6531.5,2018-07-13 10:19:08,"CANCELLED: At this time the LESO will not approve any Night Vision or Optics that have a condition code of H, without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition."
LESOHQ,AR,SPRINGDALE POLICE DEPARTMENT,THERMAL IMAGING EQUIPMENT,EA,1,6502.57,2018-07-13 10:19:08,"CANCELLED: At this time the LESO will not approve any Night Vision or Optics that have a condition code of H, without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition."
LESOHQ,AR,SPRINGDALE POLICE DEPARTMENT,THERMAL IMAGING EQUIPMENT,EA,1,6502.57,2018-07-25 09:42:53,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,AR,UNIV OF AR LITTLE ROCK POLICE HI_ED,"CART, MOTORIZED",EA,1,2700,2018-08-21 15:20:50.000001,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,AR,UNIV OF AR LITTLE ROCK POLICE HI_ED,"SIGHT,INFINITY",KT,2,1995,2018-07-18 16:29:58.999998,CANCELLED: At this time the LESO will not approve any Night Vision or Optics that has been turned in by a LESO customer (meaning DTIDs that start with 2YT) or with a condition code of H without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,AR,UNIV OF AR LITTLE ROCK POLICE HI_ED,"SIGHT,INFINITY",KT,2,1995,2018-07-19 16:09:58.000003,CANCELLED: At this time the LESO will not approve any Night Vision or Optics that has been turned in by a LESO customer (meaning DTIDs that start with 2YT) or with a condition code of H without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,AZ,ARIZONA DEPT OF PUBLIC SAFETY LEA,"KIT,FIRST AID,AIRCR",EA,197,223.74,2018-07-06 12:58:40.999999,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,AZ,ARIZONA DEPT OF PUBLIC SAFETY LEA,SHIPPING AND STORAG,EA,1,11863.99,2018-09-14 16:16:09.999998,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,AZ,AVONDALE POLICE DEPT,GENERATOR,EA,1,300,2018-07-03 22:50:25.999999,TRANSFERS:  Your agency has one overdue pending transfer in FEPMIS. Please clear this transfer prior to placing new requisitions for property. Please contact your State Coordinators Office with questions.
LESOHQ,AZ,AVONDALE POLICE DEPT,"PAPER,KRAFT,UNTREATED",RO,2,58.66,2018-07-03 22:50:25.999999,TRANSFERS:  Your agency has one overdue pending transfer in FEPMIS. Please clear this transfer prior to placing new requisitions for property. Please contact your State Coordinators Office with questions.
LESOHQ,AZ,AVONDALE POLICE DEPT,"TRUCK,UTILITY",EA,1,212255,2018-08-21 15:10:07.999997,PAPERWORK: Agency does not have approved Armored paperwork.  Please contact State Coordinator for guidance.
LESOHQ,AZ,AVONDALE POLICE DEPT,REFRIGERATOR,EA,1,449,2018-07-03 22:50:25.999999,TRANSFERS:  Your agency has one overdue pending transfer in FEPMIS. Please clear this transfer prior to placing new requisitions for property. Please contact your State Coordinators Office with questions.
LESOHQ,AZ,AVONDALE POLICE DEPT,"TRUCK,UTILITY",EA,1,192513,2018-08-21 15:10:07.999997,PAPERWORK: Agency does not have approved Armored paperwork on file with the LESO.  Please contact State Coordinator for guidance.
LESOHQ,AZ,AZ ATTORNEY GENERALS OFFICE LEA,"FIRST AID KIT,UNIVE",KT,29,96.16,2018-09-07 15:40:03,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,AZ,AZ STATE UNIV POLICE DEPT HI_ED,"SIGHT,REFLEX",EA,50,335,2018-08-05 18:13:22,CANCELLED: At this time the LESO will not approve any Night Vision or Optics that has been turned in by a LESO customer (meaning DTIDs that start with 2YT) or with a condition code of H without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,AZ,AZ STATE UNIV POLICE DEPT HI_ED,"SIGHT,HOLOGRAPHIC",EA,10,453,2018-08-05 18:17:58.999998,CANCELLED: At this time the LESO will not approve any Night Vision or Optics that has been turned in by a LESO customer (meaning DTIDs that start with 2YT) or with a condition code of H without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,AZ,BISBEE POLICE DEPARTMENT,"SIGHT,REFLEX",EA,1,335,2018-07-18 23:51:51.000002,CANCELLED: At this time the LESO will not approve any Night Vision or Optics that has been turned in by a LESO customer (meaning DTIDs that start with 2YT) or with a condition code of H without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition
LESOHQ,AZ,BISBEE POLICE DEPARTMENT,"SIGHT,REFLEX",EA,1,335,2018-07-18 23:51:51.000002,CANCELLED: At this time the LESO will not approve any Night Vision or Optics that has been turned in by a LESO customer (meaning DTIDs that start with 2YT) or with a condition code of H without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition
LESOHQ,AZ,BISBEE POLICE DEPARTMENT,"SIGHT,REFLEX",EA,1,335,2018-07-18 23:51:51.000002,CANCELLED: At this time the LESO will not approve any Night Vision or Optics that has been turned in by a LESO customer (meaning DTIDs that start with 2YT) or with a condition code of H without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition
LESOHQ,AZ,BISBEE POLICE DEPARTMENT,"SIGHT,REFLEX",EA,1,335,2018-07-18 23:51:51.000002,CANCELLED: At this time the LESO will not approve any Night Vision or Optics that has been turned in by a LESO customer (meaning DTIDs that start with 2YT) or with a condition code of H without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition
LESOHQ,AZ,BISBEE POLICE DEPARTMENT,"SIGHT,REFLEX",EA,1,335,2018-07-18 23:51:51.000002,CANCELLED: At this time the LESO will not approve any Night Vision or Optics that has been turned in by a LESO customer (meaning DTIDs that start with 2YT) or with a condition code of H without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition
LESOHQ,AZ,BISBEE POLICE DEPARTMENT,"SIGHT,REFLEX",EA,1,335,2018-07-18 23:51:51.000002,CANCELLED: At this time the LESO will not approve any Night Vision or Optics that has been turned in by a LESO customer (meaning DTIDs that start with 2YT) or with a condition code of H without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition
LESOHQ,AZ,BISBEE POLICE DEPARTMENT,"SIGHT,REFLEX",EA,1,335,2018-07-18 23:51:51.000002,CANCELLED: At this time the LESO will not approve any Night Vision or Optics that has been turned in by a LESO customer (meaning DTIDs that start with 2YT) or with a condition code of H without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition
LESOHQ,AZ,BISBEE POLICE DEPARTMENT,"SIGHT,REFLEX",EA,1,335,2018-07-18 23:51:51.000002,CANCELLED: At this time the LESO will not approve any Night Vision or Optics that has been turned in by a LESO customer (meaning DTIDs that start with 2YT) or with a condition code of H without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition
LESOHQ,AZ,BISBEE POLICE DEPARTMENT,"SIGHT,REFLEX",EA,1,335,2018-07-18 23:51:51.000002,CANCELLED: At this time the LESO will not approve any Night Vision or Optics that has been turned in by a LESO customer (meaning DTIDs that start with 2YT) or with a condition code of H without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition
